8.40943074e-01  1.27282938e-01  7.62987015e-02  3.41689732e-02  4.50737165e-02  3.36199697e-02
2.21806461e-03  8.41582559e-01  2.24157143e-02  9.53904523e-05  6.85870540e-04  1.33002401e-01
1.04774694e-03  2.04170766e-03  8.65590397e-01  1.01590959e-03  4.09700808e-03  1.32322466e-01
5.64485765e-04  1.06605408e-04  2.55353601e-02  8.64450884e-01  1.17475965e-01  8.13329973e-03
1.34812607e-04  4.14513879e-04  2.72454126e-02  1.43579069e-02  9.55123875e-01  2.99310414e-03
1.63379438e-04  2.86766669e-03  2.83395459e-02  3.12435958e-05  5.74243817e-03  9.62918213e-01
