8.533497003410143167e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.555038800208964102e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.450952608587768589e-01 0.000000000000000000e+00
0.000000000000000000e+00 9.148671534211633150e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.513284657883669893e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 7.904215610122161673e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.861869092381217413e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.077165698954025475e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.704142228900923151e-01 2.508299605938330706e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.861676647754872349e-02 1.409671045609829643e-01 4.918910011992664970e-03
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.754132360996944057e-02 6.246483219855882840e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.157489259033229301e-01 4.128640182135723258e-02 7.750266797620108429e-04
3.707372375871332334e-04 0.000000000000000000e+00 5.929010918921425030e-04 0.000000000000000000e+00 0.000000000000000000e+00 9.206388349169427610e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.839752675357793132e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.613934684538110398e-01 1.378159212235042230e-01 0.000000000000000000e+00 0.000000000000000000e+00 7.906103226847722076e-04 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.016381398509361933e-02 5.911242014777576825e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.587119845371486981e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.784426978740650815e-01 8.108974393857087916e-04 2.401702784236491584e-01 8.057612626289989421e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.142680975704674973e-02 8.819765979627471053e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.270943438576252861e-03 3.652388912927246878e-01 3.921987923572134438e-02 4.846458164796563772e-01
1.357237154171442826e-02 6.489571976788404903e-03 1.114620584851223548e-02 8.026253660362667880e-03 3.794931013985613968e-03 9.790991322030050820e-03 4.168609210602740203e-05 6.093854465026796174e-02 5.376607993461242352e-02 1.738311691435278153e-02 7.867868008839336014e-01 2.826344616133383628e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.779285753701398864e-03 2.762365745937166443e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.637104690219901404e-02 4.645600503829793726e-01 5.935529784947374959e-02 4.366580825370527386e-01
