9.609309032819514096e-01 1.243859253324639956e-04 8.705178035370397631e-04 -1.834187199315885514e-05 3.181251313017296285e-04 1.236718357599728190e-03 1.645351863225285959e-05 3.003229523927356415e-04 6.623883280946690289e-04 6.100420130095221549e-04 3.522519129772899715e-02 -2.767067375873267631e-04
7.442945590407082888e-03 9.546715385774778850e-01 2.182497336700066955e-03 1.511802741746019868e-05 4.999338800628620348e-04 -6.777205793097132740e-05 3.839571544645313316e-05 9.557249380639054430e-04 8.070026682976844676e-04 9.078104336468882521e-04 3.250517266978691228e-02 4.163222062380726566e-05
7.959223006862695821e-03 9.633223610505917307e-04 9.365957606371230204e-01 4.769357465001494966e-05 6.918167223488335717e-04 2.709166794037838892e-04 -6.799129644814492872e-05 1.337856066127383198e-03 1.229988678017784930e-03 1.633169372835009247e-03 4.936747893672122078e-02 -2.923473869217983100e-05
1.699170747211599516e-03 3.447556210265962252e-05 1.949568288143269925e-04 9.655350672953314506e-01 1.056966564636032876e-02 -7.078781745929830301e-05 1.862745414951048580e-04 -9.398308091892162966e-06 1.106536102375209010e-04 1.482372858883367409e-02 4.511798978187330639e-03 2.414394326977185607e-03
3.170002636168207846e-03 6.316752061289247734e-05 4.390035712151607139e-04 7.617767980491666271e-03 9.521355036826112395e-01 1.633511704120567482e-05 1.072646933861492330e-04 1.972852680627662584e-05 1.447138831690717646e-04 3.926028564229670781e-02 1.246708073105243231e-02 -1.544085398485103670e-02
8.403144542701581135e-03 8.452585562231350054e-05 7.418758237286821825e-04 3.837217406133065606e-06 1.941606772791874564e-04 9.851871445264990257e-01 1.270562315178495535e-04 3.270861878871124899e-05 3.675039568672516473e-05 -1.031446642786818121e-04 5.214515049055054585e-03 7.742572599323705601e-05
7.194669454398659215e-03 -5.392059998298163601e-06 1.250760173961931657e-05 -2.269141080989133685e-05 1.972398512134639049e-04 -1.842531051563307723e-04 9.613316199692163444e-01 2.907723102676043267e-02 -1.781739772289584833e-04 -3.048472042742471659e-04 2.965848393033979589e-03 -8.375853889466820833e-05
6.752872626460112992e-03 7.404069685306744017e-05 4.561266017612492863e-04 -8.306370622907931385e-06 2.951901415636956323e-04 -2.137205767752503160e-04 1.946753799603583024e-02 9.529613913422382288e-01 1.410359892008313655e-05 6.087748331647908982e-05 2.014521430806757649e-02 -5.327847818258603049e-06
5.564320509545740874e-03 6.320694513051287888e-05 3.227508876639939160e-04 -6.186428592293882452e-06 3.779763026867161974e-06 -2.048428414981025921e-04 1.892680058700366391e-04 1.714539259472892206e-05 9.631348732223014020e-01 1.632644041901075427e-02 1.887428053316194884e-02 -4.285036408215527233e-03
2.214987858772390027e-04 5.562559125264292667e-06 3.438147777949133945e-05 1.709242313434525924e-04 9.730962738499917370e-04 -7.584011638618501989e-07 1.950126194936922341e-04 -1.365974259726171177e-04 5.336897225682838038e-04 9.372263010445879283e-01 1.151361391774422850e-03 5.962552772073674567e-02
7.552466669394490226e-03 3.919259235668812289e-04 2.082129996549424416e-03 1.641671651543205686e-06 6.458930228441021838e-04 -1.204947073728828457e-04 -3.515230282035629815e-04 1.678982533541759905e-03 1.682579400801262424e-03 1.818489826979211629e-03 9.851943133837126609e-01 -5.764046934647953317e-04
-5.496738739703062348e-05 -1.032828887849185844e-06 -1.379415615950646334e-06 2.871254880243422610e-06 1.737237587064870982e-04 1.585244717642382572e-06 2.036946043334243186e-04 -1.568833443537716213e-04 6.726619864397957759e-05 1.670493097295333140e-03 5.968026790759138305e-06 9.980886607908867614e-01
