Energy   TIC0   TIC1
7.87125682831  2.92233324051  0.385991990566
10.1048488617  3.10077381134  -5.17999315262
8.71855449677  3.2109503746  0.26367688179
8.1589384079  3.08121562004  1.18497133255
7.83616542816  3.07687759399  0.923593640327
11.203461647  1.93475687504  -1.85346376896
11.203461647  1.88609337807  -0.90082192421
11.203461647  1.8018168211  -1.41550290585
11.203461647  1.47136664391  -2.13144302368
10.5103139877  2.09262180328  0.551167607307
7.64811325073  2.91431117058  0.645095467567
9.25755119324  2.48851656914  0.923368096352
7.94536447525  2.91642665863  0.0370915271342
8.1589384079  3.05346035957  -0.601334989071
8.56440353394  2.72141885757  0.826836109161
9.25755119324  3.18641042709  -1.25982117653
8.63851165771  2.77622270584  2.04051232338
8.2077293396  2.78308725357  0.26567029953
8.63851165771  2.70178246498  1.08577537537
8.71855449677  2.79802417755  1.51027226448
10.5103139877  3.38467597961  2.78429532051
9.00623703003  2.8663020134  2.52561211586
8.31308937073  2.81658315659  0.28790512681
9.00623703003  2.71555423737  -0.611403346062
8.37024784088  3.12618732452  1.24216294289
9.59402370453  3.32147169113  0.376068741083
7.67710065842  3.11809325218  0.66291642189
11.203461647  2.61859154701  -5.93165540695
9.41170215607  2.80929398537  -1.87167942524
7.94536447525  3.12455058098  -0.235899850726
8.63851165771  3.22433400154  -0.517691910267
9.41170215607  3.29289960861  4.47670698166
9.59402370453  3.21946573257  4.84209156036
8.43087291718  2.58886504173  0.588433802128
7.94536447525  2.7881360054  0.456157922745
8.56440353394  2.79554414749  -1.19854331017
7.90762424469  2.98859024048  -0.0990420952439
8.43087291718  2.71640872955  -0.372409015894
8.56440353394  2.9208920002  1.41103363037
7.90762424469  2.91854715347  0.358208149672
7.87125682831  3.01559615135  1.00111246109
7.90762424469  2.96398806572  0.290516972542
9.59402370453  2.80138444901  -1.78164076805
8.49541091919  3.2827641964  1.00370538235
10.5103139877  3.47808384895  0.917088329792
8.49541091919  2.94593858719  1.80183494091
8.1589384079  3.10136604309  0.433865219355
9.41170215607  2.36951851845  0.383616149426
7.87125682831  2.82651424408  0.360521167517
8.37024784088  2.9983086586  1.64494383335
8.25902175903  2.87691855431  -0.15628169477
8.1589384079  2.8091070652  -0.00632249610499
8.1589384079  3.104347229  -0.294334262609
8.2077293396  2.80974006653  0.780836701393
8.1589384079  3.08254909515  0.842949986458
8.37024784088  2.74356794357  -0.0791274011135
8.80556583405  3.01729273796  -1.10183405876
9.25755119324  2.82088899612  1.97833943367
7.94536447525  3.12580871582  -0.237101987004
8.56440353394  2.53360676765  0.570318520069
8.1589384079  3.09497141838  -0.475873142481
8.56440353394  2.97173595428  -0.880979597569
8.25902175903  2.93255138397  1.06811213493
8.56440353394  3.25317883492  -0.117696546018
10.1048488617  2.5544154644  -1.56519496441
8.2077293396  3.12606978416  1.12945258617
8.56440353394  2.67289733887  0.650879919529
8.49541091919  2.98425722122  2.00031280518
9.25755119324  2.84506869316  -2.51791262627
8.80556583405  2.73653769493  1.58593070507
9.41170215607  2.6618885994  -0.725263297558
8.49541091919  3.03583860397  2.40998196602
8.1589384079  2.88652396202  -0.955811083317
8.80556583405  2.78462219238  -0.892418563366
8.43087291718  3.09899353981  1.22164356709
8.11241912842  2.90999674797  -0.822173595428
9.25755119324  3.03227162361  -1.84933614731
7.94536447525  3.14944410324  0.455032169819
8.90087604523  3.27004480362  2.71172142029
9.41170215607  2.92451477051  -2.920804739
8.49541091919  3.03914380074  2.57558059692
7.80226373672  2.92478942871  1.18341970444
8.25902175903  2.94023919106  -0.715489625931
8.2077293396  2.88189768791  -0.658545851707
8.43087291718  2.63062596321  0.445447593927
10.5103139877  3.25826144218  -3.16777229309
8.90087604523  2.52660775185  0.954682826996
7.87125682831  2.97709512711  -0.560287117958
8.49541091919  2.66183567047  1.10609173775
8.06796741486  2.9646191597  1.05803775787
9.8171672821  2.67515993118  -1.77769625187
7.94536447525  2.76050376892  0.907937169075
8.71855449677  3.16336202621  2.19843649864
8.43087291718  3.11630249023  1.07407236099
8.1589384079  2.72092580795  0.659043252468
9.41170215607  3.280138731  -1.37912857533
8.25902175903  3.10300111771  -0.594148993492
8.63851165771  3.01204514503  2.41190552711
8.02540779114  3.1582930088  0.638506531715
8.06796741486  2.8579480648  0.671430826187
8.02540779114  2.84653615952  0.019169472158
8.90087604523  2.41704964638  0.599961638451
7.67710065842  3.00312495232  0.242165639997
8.37024784088  3.10173392296  0.753902494907
7.98458528519  3.0879099369  -0.404102802277
7.80226373672  2.92345714569  1.20669424534
8.2077293396  2.79366540909  0.153145000339
8.49541091919  2.66660881042  -0.596499443054
9.41170215607  2.92163920403  -2.17210268974
8.49541091919  3.06994986534  1.08412945271
7.67710065842  3.09494757652  -0.0942450836301
11.203461647  3.13491678238  -8.50412654877
9.00623703003  2.90709638596  -1.86760222912
10.1048488617  2.84093785286  -3.59026098251
7.94536447525  3.00999355316  -0.266707062721
11.203461647  1.3401812315  -1.03589129448
10.5103139877  1.32991611958  0.242359533906
10.5103139877  1.68552446365  0.327407807112
10.5103139877  1.69653046131  -1.08175683022
10.1048488617  0.866749405861  -0.640546500683
0.126408517361  -0.381479144096  0.0293933730572
2.15317225456  -0.372685581446  0.0860594809055
3.39595127106  -0.384428858757  -0.09825014323
1.21036148071  -0.343950301409  -0.0499279052019
0.341313332319  -0.369217187166  0.0457864031196
0.0448135621846  -0.37724211812  0.0337079577148
0.0340406484902  -0.364173531532  0.0341953262687
1.63803720474  -0.337922662497  0.078796453774
0.695657670498  -0.339785605669  0.020609781146
0.750696837902  -0.395272105932  0.00731235789135
0.988562822342  -0.354790180922  -0.0562574081123
1.13132858276  -0.328445792198  0.013911338523
0.106384575367  -0.355182349682  -0.00516764307395
0.591322302818  -0.348861694336  -0.022523406893
0.344250679016  -0.362429171801  -0.0332549475133
5.82356405258  -0.176112413406  -0.145053848624
