Energy   TIC0   TIC1   TIC2   TIC3
3.54320573807  0.029723810032  -0.526480972767  -0.228781670332  0.0887671038508
1.89820098877  0.0299514811486  -0.15090893209  -0.0103976940736  0.102385893464
4.63323402405  -0.151474505663  -0.86000674963  -0.478854298592  1.0583024025
7.19818353653  0.523536145687  -5.45002794266  0.745189547539  0.922836601734
7.60364866257  0.476488381624  -5.42727947235  0.571446418762  0.700542807579
8.29679584503  0.466060429811  -5.19726896286  0.756725013256  0.973864138126
4.96459150314  0.831586182117  -5.62140226364  1.15827894211  0.0790543928742
4.96459150314  1.12384259701  -5.67949771881  1.1025826931  0.185284510255
6.50503635406  1.01153028011  -5.26832389832  1.27401590347  0.127809494734
4.51260614395  1.09184324741  -5.52210092545  1.16841924191  0.155225872993
4.65920972824  1.00246357918  -5.64328527451  1.23971247673  0.0964590236545
6.09957122803  1.20650315285  -5.20917463303  1.02730500698  0.0665560290217
4.65920972824  1.0571693182  -5.62771654129  1.09516441822  0.0707252919674
4.42559480667  0.943027198315  -5.60902690887  1.18362820148  0.0918656140566
6.21735429764  0.796691954136  -5.29457044601  1.12036502361  0.084214091301
7.60364866257  1.30983579159  -5.83327388763  1.24521112442  0.0196798499674
4.42559480667  0.953800201416  -5.65176200867  0.899878203869  -0.0189748797566
4.65920972824  1.00091683865  -5.55991125107  1.34965610504  0.158377960324
6.9105014801  0.938565850258  -5.83505821228  0.988280236721  -0.00466732261702
4.929500103  1.05794894695  -5.41293859482  0.981182217598  -0.112945601344
4.929500103  1.08479475975  -5.30015802383  0.922397494316  0.123816132545
6.35088586807  0.683305859566  -5.31836843491  0.918305575848  -0.107864610851
8.29679584503  1.16269111633  -4.83840799332  1.09576642513  0.135378524661
4.7132768631  0.912079274654  -5.49799728394  1.26909708977  0.237813383341
5.16130161285  1.02361559868  -5.78085660934  1.16835713387  0.0187476202846
5.40642404556  1.09930944443  -5.46579313278  1.16674530506  0.146568179131
4.65920972824  0.988974571228  -5.68074321747  1.15257644653  0.169548541307
5.58874559402  0.864535927773  -5.39328765869  1.28873372078  0.253148287535
5.8118891716  1.17654132843  -5.36532020569  1.11275100708  0.167955040932
8.29679584503  1.92804777622  -4.94491815567  1.2102997303  0.129872083664
5.8118891716  1.20927584171  -5.38749265671  1.21858370304  0.197575092316
7.19818353653  0.96955126524  -4.88535547256  0.95742559433  0.150392845273
6.21735429764  0.752260029316  -5.35203838348  0.963428199291  -0.0380635932088
5.16130161285  1.01880466938  -5.78900289536  1.19101953506  0.0235582590103
5.58874559402  1.32393074036  -5.5099978447  1.26555216312  0.231534197927
7.60364866257  2.19294404984  -5.1737241745  1.24637031555  0.129232674837
4.96459150314  1.119769454  -5.63764715195  1.25714540482  0.287134200335
6.21735429764  0.698503613472  -5.55622816086  1.08153772354  -0.0434578619897
8.29679584503  1.45365524292  -5.10993862152  1.06664061546  -0.156023576856
5.8118891716  1.11866509914  -5.38683462143  1.11169624329  0.140088796616
5.16130161285  1.00893902779  -5.81097173691  1.2264187336  0.0885138958693
5.16130161285  1.07511508465  -5.72332811356  1.22437214851  0.123859420419
6.50503635406  1.40957713127  -5.69662618637  1.14955413342  0.210950225592
